?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBbt_00004197>	"Equatorial cone cell. It is a mirror-image of the polar cone-cell, abutting it."	"VFB:FBbt_00004197"
<http://purl.obolibrary.org/obo/FBbt_00058466>	"Any ventral acute muscle (FBbt:00058310) that is part of some abdominal segment 1 (FBbt:00000022)."	
<http://purl.obolibrary.org/obo/FBbt_00053322>	"Spherical cell that arises at the posterior pole of the stage 3 embryo (Campos-Ortega and Hartenstein, 1997; Okada, 1998). These cells are formed by nuclei that migrate posteriorly to the pole plasm, which they incorporate as cytoplasm as they bud off to become cells (Okada, 1998). At the blastoderm stage, they are mostly found posterior to the posterior midgut anlage and some cells divide up to two times (Technau and Campos-Ortega, 1986; Campos-Ortega and Hartenstein, 1997). They accompany the posterior midgut primordium as it sinks inwards during gastrulation and as it moves anteriorly during germ band extension (Campos-Ortega and Hartenstein, 1997). At stage 10, pole cells exit the posterior midgut primordium and after some further movements, a subset of the original set of pole cells become incorporated into the gonad by stage 16 (Campos-Ortega and Hartenstein, 1997)."	
<http://purl.obolibrary.org/obo/FBbt_20001037>	"Adult descending neuron of the CL332 group, with its soma in the brain, near to the mushroom body calyx (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the DM6 central2 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum, the ipsilateral inferior clamp, the ipsilateral superior lateral protocerebrum, the ipsilateral superior clamp and the ipsilateral gorget (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia, the saddle and the ipsilateral flange (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20001037"
<http://flybase.org/reports/FBgn0036474>		
<http://purl.obolibrary.org/obo/FBbt_20000652>	"Adult brain-intrinsic neuron of the AVLP543 group, with its soma in the brain, ventral to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000652"
<http://purl.obolibrary.org/obo/FBbt_00052486>	"Any neuroblast NB7-2 (FBbt:00001392) that is part of some maxillary segment (FBbt:00000013)."	"VFB:FBbt_00052486"
<http://purl.obolibrary.org/obo/FBbt_00053274>	"Immature form of a transmedullary neuron (Konstantinides et al., 2022)."	"VFB:FBbt_00053274"
<http://purl.obolibrary.org/obo/FBbt_20001120>	"Adult neuron belonging to group 051 of the terra incognita neurons with substantial synapsing in the crepine (Scheffer et al., 2020). It has postsynaptic sites in the superior medial protocerebrum, inferior neuropils, superior neuropils, superior intermediate protocerebrum and crepine (Scheffer et al., 2020). It has presynaptic sites in the superior medial protocerebrum, inferior neuropils, superior neuropils and crepine (Scheffer et al., 2020)."	"VFB:FBbt_20001120"
<http://purl.obolibrary.org/obo/FBbt_20000544>	"Adult brain-intrinsic neuron of the AVLP435 group, with its soma in the brain, lateral to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000544"
<http://purl.obolibrary.org/obo/FBbt_20007313>	"Adult descending neuron of the DNge001 group, with its soma in the brain, ventral to the antennal mechanosensory and motor center (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the MX12 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20007313"
<http://purl.obolibrary.org/obo/FBbt_00047311>	"Division of a mushroom body lobe along the width of the mushroom body lobe system. Layers of the horizontal lobe are regions along the vertical axis and layers of the vertical lobe are regions along the horizontal axis."	"VFB:FBbt_00047311"
<http://purl.obolibrary.org/obo/FBbt_20001530>	"Adult visual centrifugal neuron with its soma lateral to the wedge (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Dorkenwald et al., 2024; Schlegel et al., 2024). The ipsilateral lobula is its main input and output region (Schlegel et al., 2024; Dorkenwald et al., 2024). It also receives input in the ipsilateral posterior lateral protocerebrum, superior posterior slope, anterior and posterior ventrolateral protocerebrum, and inferior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). It sends multiple branches into the proximal lobula, spanning over 100 columns in layers 5 and 6 (Nern et al., 2025). Its predicted neurotransmitter is dopamine (Eckstein et al., 2024; Nern et al., 2025). There are approximately 1-2 of these cells per hemisphere (Nern et al., 2025)."	"VFB:FBbt_20001530"
<http://purl.obolibrary.org/obo/FBbt_00111629>	"Neuron of the adult brain whose soma is located in the cell body rind of the lateral neuropils. It arborizes in several neuropils, including the superior protocerebrum, clamp, crepine, bulb, antler, lateral accessory lobe, inferior clamp, ventral complex, ventrolateral protocerebrum, wedge and lateral horn. It forms both pre- and postsynaptic terminals, except in the wedge where they are exclusively the of latter type. The morphology of these neurons is varied regarding the neuropils and hemisphere (ipsi- or contralateral) they arborize in. It expresses odd skipped (FBgn0002985)."	"VFB:FBbt_00111629"
<http://purl.obolibrary.org/obo/FBbt_20002199>	"Adult brain-intrinsic neuron of the PVLP141 group, with its soma in the brain, posterior to the superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the DM6 central2 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral posterior ventrolateral protocerebrum, the ipsilateral anterior ventrolateral protocerebrum, the ipsilateral posterior lateral protocerebrum and the ipsilateral epaulette (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the contralateral superior posterior slope, the contralateral vest, the contralateral inferior posterior slope and the contralateral lateral accessory lobe (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20002199"
<http://purl.obolibrary.org/obo/FBbt_20004803>	"Adult brain-intrinsic neuron of the CB1125 group, with its soma in the brain, near to the anterior optic tubercle (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the WEDd1 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral antennal mechanosensory and motor center and the saddle (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral inferior posterior slope, the saddle and the ipsilateral wedge (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 16 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20004803"
<http://purl.obolibrary.org/obo/FBbt_20005518>	"Adult brain-intrinsic neuron of the CB1924 group, with its soma in the brain, dorsal to the anterior optic tubercle (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LHd1 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral lateral horn and the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum, the contralateral superior lateral protocerebrum and the ipsilateral lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20005518"
<http://purl.obolibrary.org/obo/FBbt_00005833>		
<http://purl.obolibrary.org/obo/FBbt_00052830>	"Any neuron (FBbt:00005106) that develops from some neuroblast DPMpl2 (FBbt:00100578) and has synaptic IO throughout some fan-shaped body layer 5 (FBbt:00007492)."	"VFB:FBbt_00052830"
<http://purl.obolibrary.org/obo/FBbt_00111635>	"Dopaminergic neuron of the pPAM cluster, whose cell body is located in the anteriomedial region of the larval brain. The primary neurite extends posteriorly to the base of the vertical lobe of the mushroom body. It then branches: one branch extends dorsally to form postsynaptic terminals in the superior medial protocerebrum and lateral accessory lobe, medial to the vertical lobe of the mushroom body; the other branch runs basomedially to form, mostly presynaptic terminals, in the basal tip of the medial lobe of the mushroom body (lower toe), and ventral to the innervation of the other pPAM neurons. A single projection crosses the midline to innervate the same domain in the contralateral medial lobe of the mushroom body. Often, a second contralateral branch crosses the midline, dorsal to the other branch and terminates in the superior medial protocerebrum. It receives input from FBNs, FFNs and MBONs (Eschbach et al., 2020)."	"VFB:FBbt_00111635"
<http://purl.obolibrary.org/obo/FBbt_20002796>	"Adult neuron belonging to group 402 of the terra incognita neurons with substantial synapsing in the superior lateral protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the mushroom body, superior lateral protocerebrum, superior medial protocerebrum, mushroom body dorsal accessory calyx and superior neuropils (Scheffer et al., 2020). It has presynaptic sites in the superior lateral protocerebrum, superior medial protocerebrum and superior neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20002796"
<http://purl.obolibrary.org/obo/FBbt_20000835>	"Adult brain-intrinsic neuron of the CL130 group, with its soma in the brain, lateral to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral posterior lateral protocerebrum, the ipsilateral inferior clamp and the ipsilateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral inferior clamp, the ipsilateral superior clamp and the ipsilateral posterior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000835"
<http://purl.obolibrary.org/obo/FBbt_00051045>	"Larval nerve that carries the axons of neurosecretory neurons of the pars intercerebralis (PI) to the corpus cardiacum (Hartenstein, 2006; de Velasco et al., 2007). It travels ventrally from the PI, posteriorly under the supraesophageal (brain) commissure and loops back dorsally to the ring gland (de Velasco et al., 2007). It is joined by the nervus corporis cardiaci II (NccII) at the medial edge of the protocerebrum (de Velasco et al., 2007)."	"VFB:FBbt_00051045"
<http://purl.obolibrary.org/obo/NCBITaxon_33392>		"GC_ID:1"
<http://purl.obolibrary.org/obo/FBbt_00000244>	"Posteriorly directed ventral branch of the tracheal primordium that gives rise to the posterior portion of the lateral trunk in each tracheal metamere. It arises as the posterior side of a bifurcation at the ventral end of the tracheal primordium during stage 12. It fuses with posterior branch of the lateral trunk of the next segment to its posterior during stage 14 or 15."	
<http://purl.obolibrary.org/obo/FBbt_00052398>	"Any neuroblast NB1-1 (FBbt:00001371) that is part of some labial segment (FBbt:00000014)."	"VFB:FBbt_00052398"
<http://purl.obolibrary.org/obo/FBbt_00016018>	"A(n) primordium that develops into some dorsal ridge. It develops from some dorsal ectoderm."	
<http://purl.obolibrary.org/obo/FBbt_00051107>	"Bilateral neuron of the LBI35 group of the adult ventral nerve cord that primarily arborizes in the leg neuropil (Feng et al. 2020; Ehrhardt et al., 2023). It is an intersegmental interneuron (Feng et al. 2020; Ehrhardt et al., 2023). It has its soma in the metathoracic neuromere (Feng et al., 2020). It is strongly excited downstream of moonwalker descending neuron activity (Feng et al., 2020). There is 1 of these cells per hemineuromere (Feng et al., 2020)."	"VFB:FBbt_00051107"
